Date,Price,Open,High,Low,Vol.,Change %
6/27/2023,"30,689.10","30,267.00","30,993.70","30,231.30",55.82K,1.39%
6/26/2023,"30,267.00","30,466.30","30,645.90","29,986.30",58.71K,-0.65%
6/25/2023,"30,465.30","30,533.60","31,040.20","30,315.80",37.12K,-0.22%
6/24/2023,"30,533.60","30,680.70","30,795.30","30,269.40",38.15K,-0.48%
6/23/2023,"30,679.40","29,890.20","31,395.40","29,822.60",98.85K,2.64%
6/22/2023,"29,890.50","29,992.80","30,497.80","29,590.40",79.22K,-0.35%
6/21/2023,"29,996.90","28,307.70","30,769.50","28,270.50",143.49K,5.97%
6/20/2023,"28,307.70","26,845.90","28,393.00","26,665.50",100.55K,5.44%
6/19/2023,"26,845.90","26,339.70","27,029.70","26,295.10",46.45K,1.92%
6/18/2023,"26,339.70","26,515.00","26,679.30","26,290.60",27.31K,-0.66%
6/17/2023,"26,515.00","26,341.30","26,767.30","26,183.50",35.86K,0.66%
6/16/2023,"26,341.30","25,591.90","26,472.80","25,276.00",69.24K,2.93%
6/15/2023,"25,591.30","25,129.50","25,732.80","24,838.00",68.38K,1.84%
6/14/2023,"25,129.50","25,929.00","26,051.70","24,847.40",60.82K,-3.08%
6/13/2023,"25,929.40","25,906.90","26,428.90","25,726.40",56.24K,0.09%
6/12/2023,"25,906.80","25,927.90","26,080.70","25,635.00",40.75K,-0.08%
6/11/2023,"25,928.40","25,843.30","26,190.10","25,660.80",39.20K,0.33%
6/10/2023,"25,844.00","26,479.30","26,525.10","25,468.30",83.57K,-2.40%
6/9/2023,"26,479.30","26,501.10","26,773.90","26,326.70",38.96K,-0.08%
6/8/2023,"26,501.10","26,341.80","26,784.40","26,231.30",39.95K,0.60%
6/7/2023,"26,342.50","27,230.20","27,342.00","26,141.00",77.48K,-3.26%
6/6/2023,"27,230.20","25,745.60","27,325.20","25,425.60",88.61K,5.76%
6/5/2023,"25,747.40","27,122.30","27,125.50","25,437.50",85.42K,-5.07%
6/4/2023,"27,122.30","27,070.90","27,410.20","26,956.10",23.81K,0.19%
6/3/2023,"27,072.00","27,246.00","27,317.50","26,931.40",20.62K,-0.63%
6/2/2023,"27,244.70","26,819.00","27,299.40","26,541.30",49.37K,1.59%
6/1/2023,"26,819.00","27,216.40","27,340.90","26,662.30",51.98K,-1.46%
5/31/2023,"27,216.10","27,696.90","27,825.00","26,865.10",63.08K,-1.74%
5/30/2023,"27,698.20","27,738.90","28,033.60","27,583.80",45.19K,-0.15%
5/29/2023,"27,739.40","28,068.40","28,431.20","27,548.80",54.56K,-1.18%
5/28/2023,"28,071.20","26,855.30","28,181.90","26,788.50",55.23K,4.52%
5/27/2023,"26,857.50","26,711.20","26,882.90","26,591.20",18.68K,0.55%
5/26/2023,"26,711.50","26,475.50","26,911.60","26,330.00",45.88K,0.89%
5/25/2023,"26,475.80","26,327.10","26,589.20","25,892.50",50.17K,0.56%
5/24/2023,"26,328.40","27,220.70","27,220.70","26,088.70",72.65K,-3.28%
5/23/2023,"27,220.70","26,851.60","27,448.10","26,804.10",50.89K,1.39%
5/22/2023,"26,847.30","26,749.90","27,048.90","26,546.10",35.56K,0.36%
5/21/2023,"26,749.90","27,116.20","27,257.10","26,677.60",27.42K,-1.35%
5/20/2023,"27,116.20","26,883.00","27,147.20","26,831.30",17.72K,0.87%
5/19/2023,"26,882.90","26,828.20","27,154.70","26,711.30",36.67K,0.20%
5/18/2023,"26,828.00","27,403.80","27,467.00","26,449.80",63.39K,-2.10%
5/17/2023,"27,403.10","27,035.50","27,465.30","26,597.70",58.14K,1.36%
5/16/2023,"27,035.30","27,183.90","27,295.30","26,881.90",45.29K,-0.55%
5/15/2023,"27,183.90","26,920.40","27,651.70","26,752.10",53.27K,0.98%
5/14/2023,"26,920.00","26,777.40","27,176.10","26,609.90",26.35K,0.53%
5/13/2023,"26,777.50","26,798.70","27,011.90","26,695.60",27.95K,-0.08%
5/12/2023,"26,799.20","26,983.10","27,044.00","25,853.10",87.49K,-0.68%
5/11/2023,"26,983.50","27,604.30","27,607.40","26,766.20",62.85K,-2.25%
5/10/2023,"27,603.30","27,634.30","28,311.70","26,885.70",91.45K,-0.11%
5/9/2023,"27,634.90","27,670.50","27,816.00","27,366.30",49.75K,-0.13%
5/8/2023,"27,670.50","28,424.80","28,627.80","27,280.30",85.72K,-2.65%
5/7/2023,"28,424.80","28,857.10","29,122.00","28,419.60",36.50K,-1.50%
5/6/2023,"28,857.10","29,512.80","29,816.40","28,414.90",58.94K,-2.22%
5/5/2023,"29,513.20","28,842.20","29,653.90","28,825.30",74.52K,2.33%
5/4/2023,"28,842.10","29,023.60","29,352.70","28,687.40",53.80K,-0.63%
5/3/2023,"29,023.60","28,669.10","29,244.70","28,164.40",81.22K,1.24%
5/2/2023,"28,669.10","28,079.00","28,877.40","27,913.20",65.33K,2.11%
5/1/2023,"28,077.60","29,252.10","29,329.60","27,685.90",84.36K,-4.02%
4/30/2023,"29,252.10","29,235.10","29,941.30","29,095.00",47.62K,0.06%
4/29/2023,"29,234.10","29,318.40","29,425.50","29,058.50",25.72K,-0.30%
4/28/2023,"29,321.80","29,475.90","29,587.20","28,927.80",69.88K,-0.52%
4/27/2023,"29,475.90","28,424.50","29,859.80","28,392.40",121.63K,3.70%
4/26/2023,"28,424.60","28,298.80","29,995.70","27,307.80",164.31K,0.44%
4/25/2023,"28,298.80","27,510.10","28,375.60","27,201.10",65.31K,2.87%
4/24/2023,"27,509.30","27,591.40","27,978.80","27,054.30",66.74K,-0.30%
4/23/2023,"27,591.40","27,813.80","27,815.00","27,388.50",41.77K,-0.80%
4/22/2023,"27,813.90","27,264.80","27,872.00","27,165.70",44.30K,2.01%
4/21/2023,"27,264.80","28,240.50","28,353.40","27,171.10",98.72K,-3.46%
4/20/2023,"28,240.50","28,813.70","29,082.10","28,032.40",95.45K,-1.99%
4/19/2023,"28,813.70","30,382.20","30,408.40","28,641.10",111.27K,-5.16%
4/18/2023,"30,382.20","29,434.10","30,470.10","29,149.20",76.58K,3.22%
4/17/2023,"29,434.90","30,310.80","30,312.20","29,274.00",71.90K,-2.89%
4/16/2023,"30,310.30","30,299.20","30,545.30","30,134.60",34.48K,0.04%
4/15/2023,"30,299.60","30,472.60","30,586.50","30,208.80",31.71K,-0.57%
4/14/2023,"30,472.50","30,387.40","30,964.90","30,026.00",98.38K,0.28%
4/13/2023,"30,387.40","29,892.40","30,524.10","29,864.50",65.87K,1.68%
4/12/2023,"29,886.40","30,209.80","30,473.00","29,679.50",78.69K,-1.07%
4/11/2023,"30,209.60","29,641.00","30,484.60","29,597.80",89.38K,1.92%
4/10/2023,"29,641.00","28,326.50","29,755.40","28,182.90",85.73K,4.64%
4/9/2023,"28,326.60","27,941.20","28,522.70","27,809.20",39.35K,1.38%
4/8/2023,"27,941.20","27,910.40","28,153.10","27,863.80",23.73K,0.11%
4/7/2023,"27,910.40","28,037.60","28,102.50","27,779.40",30.94K,-0.45%
4/6/2023,"28,036.70","28,173.50","28,173.50","27,734.50",51.29K,-0.49%
4/5/2023,"28,173.50","28,164.40","28,744.40","27,823.50",77.32K,0.03%
4/4/2023,"28,164.40","27,802.20","28,429.10","27,668.90",64.06K,1.30%
4/3/2023,"27,802.10","28,194.70","28,458.40","27,256.90",98.00K,-1.41%
4/2/2023,"28,198.30","28,456.10","28,522.80","27,871.70",45.04K,-0.91%
4/1/2023,"28,456.10","28,473.70","28,795.10","28,285.60",38.09K,-0.06%
3/31/2023,"28,473.70","28,029.30","28,646.30","27,587.50",98.44K,1.58%
3/30/2023,"28,029.50","28,350.30","29,160.40","27,716.70",122.51K,-1.13%
3/29/2023,"28,350.40","27,262.90","28,627.40","27,249.80",109.32K,3.99%
3/28/2023,"27,262.20","27,127.80","27,465.00","26,665.60",94.16K,0.49%
3/27/2023,"27,129.80","27,974.80","28,023.30","26,611.50",107.24K,-3.02%
3/26/2023,"27,973.50","27,474.90","28,153.70","27,429.10",60.64K,1.81%
3/25/2023,"27,475.60","27,462.20","27,761.90","27,176.70",61.36K,0.05%
3/24/2023,"27,462.20","28,306.90","28,374.50","27,026.50",110.36K,-3.00%
3/23/2023,"28,310.70","27,262.80","28,734.10","27,144.60",158.46K,3.85%
3/22/2023,"27,261.70","28,114.20","28,760.30","26,668.70",262.03K,-3.03%
3/21/2023,"28,114.00","27,719.80","28,437.80","27,350.60",438.78K,1.42%
3/20/2023,"27,720.50","27,958.90","28,457.80","27,157.00",503.90K,-0.85%
3/19/2023,"27,958.70","26,914.50","28,347.30","26,844.60",393.27K,3.88%
3/18/2023,"26,914.50","27,391.90","27,659.10","26,688.70",392.47K,-1.74%
3/17/2023,"27,391.80","25,004.40","27,742.20","24,900.10",674.96K,9.55%
3/16/2023,"25,004.10","24,283.20","25,139.00","24,147.90",462.58K,2.97%
3/15/2023,"24,282.70","24,699.60","25,108.90","23,932.40",614.31K,-1.69%
3/14/2023,"24,699.70","24,121.50","26,365.90","23,994.60",753.06K,2.43%
3/13/2023,"24,114.40","21,994.80","24,406.20","21,859.60",733.63K,9.64%
3/12/2023,"21,994.80","20,465.00","22,028.60","20,294.20",455.69K,7.46%
3/11/2023,"20,467.50","20,156.50","20,669.50","19,796.70",453.46K,1.54%
3/10/2023,"20,156.70","20,362.00","20,362.60","19,591.80",655.27K,-1.01%
3/9/2023,"20,361.80","21,710.80","21,826.50","20,079.60",468.76K,-6.21%
3/8/2023,"21,710.80","22,197.80","22,274.30","21,661.30",316.51K,-2.19%
3/7/2023,"22,197.80","22,410.10","22,535.10","21,968.60",304.75K,-0.95%
3/6/2023,"22,410.00","22,428.20","22,595.40","22,320.10",215.31K,-0.08%
3/5/2023,"22,428.30","22,347.10","22,636.70","22,213.50",160.57K,0.36%
3/4/2023,"22,347.10","22,354.70","22,403.70","22,167.40",123.93K,-0.03%
3/3/2023,"22,354.40","23,465.60","23,473.40","22,051.90",344.63K,-4.73%
3/2/2023,"23,465.40","23,642.20","23,780.50","23,208.70",249.26K,-0.75%
3/1/2023,"23,642.20","23,130.60","23,914.10","23,025.30",328.77K,2.21%
2/28/2023,"23,130.50","23,494.00","23,595.00","23,033.80",275.10K,-1.55%
2/27/2023,"23,494.10","23,558.70","23,876.20","23,166.80",297.65K,-0.27%
2/26/2023,"23,558.70","23,166.10","23,671.80","23,066.00",209.12K,1.69%
2/25/2023,"23,166.10","23,191.30","23,215.30","22,777.40",198.35K,-0.11%
2/24/2023,"23,191.50","23,936.40","24,123.40","22,970.30",367.99K,-3.11%
2/23/2023,"23,936.30","24,186.60","24,590.40","23,637.90",417.46K,-1.03%
2/22/2023,"24,186.60","24,450.70","24,474.30","23,593.40",400.24K,-1.08%
2/21/2023,"24,450.70","24,839.50","25,236.80","24,160.80",395.97K,-1.57%
2/20/2023,"24,839.50","24,302.80","25,085.40","23,868.60",363.02K,2.21%
2/19/2023,"24,302.90","24,631.30","25,175.20","24,273.70",312.64K,-1.33%
2/18/2023,"24,631.40","24,573.50","24,838.90","24,457.00",223.77K,0.24%
2/17/2023,"24,573.50","23,538.20","24,984.70","23,373.00",523.85K,4.39%
2/16/2023,"23,539.60","24,328.10","25,233.80","23,525.90",484.50K,-3.24%
2/15/2023,"24,327.90","22,198.50","24,330.90","22,050.80",401.53K,9.59%
2/14/2023,"22,198.50","21,776.90","22,308.60","21,556.20",378.39K,1.96%
2/13/2023,"21,772.60","21,782.70","21,887.50","21,418.70",312.04K,-0.07%
2/12/2023,"21,786.80","21,859.90","22,080.70","21,653.10",211.65K,-0.33%
2/11/2023,"21,859.80","21,627.40","21,902.90","21,605.30",182.07K,1.04%
2/10/2023,"21,635.00","21,792.50","21,933.60","21,491.70",352.79K,-0.72%
2/9/2023,"21,792.50","22,964.60","23,003.60","21,744.60",425.44K,-5.10%
2/8/2023,"22,964.60","23,251.70","23,425.10","22,691.70",289.12K,-1.23%
2/7/2023,"23,251.70","22,761.80","23,338.80","22,748.20",318.98K,2.15%
2/6/2023,"22,761.80","22,936.00","23,130.60","22,633.70",278.58K,-0.76%
2/5/2023,"22,936.00","23,326.90","23,423.40","22,766.50",217.26K,-1.66%
2/4/2023,"23,323.80","23,431.20","23,571.80","23,269.80",170.27K,-0.46%
2/3/2023,"23,431.20","23,429.10","23,694.10","23,233.80",349.36K,0.02%
2/2/2023,"23,427.60","23,726.20","24,207.20","23,398.10",382.86K,-1.26%
2/1/2023,"23,725.60","23,124.70","23,784.50","22,809.60",333.18K,2.60%
1/31/2023,"23,125.10","22,832.20","23,262.90","22,724.90",289.38K,1.28%
1/30/2023,"22,832.20","23,746.00","23,794.00","22,560.00",339.62K,-3.88%
1/29/2023,"23,753.10","23,023.50","23,952.90","22,973.30",320.86K,3.15%
1/28/2023,"23,027.90","23,074.60","23,182.30","22,889.80",156.96K,-0.20%
1/27/2023,"23,074.60","23,016.00","23,480.30","22,602.90",310.36K,0.25%
1/26/2023,"23,016.00","23,055.20","23,259.50","22,869.00",320.97K,-0.17%
1/25/2023,"23,055.10","22,632.50","23,779.00","22,366.30",388.18K,1.87%
1/24/2023,"22,632.50","22,916.30","23,156.10","22,517.10",334.17K,-1.23%
1/23/2023,"22,915.50","22,709.00","23,161.80","22,527.90",327.85K,0.91%
1/22/2023,"22,707.80","22,775.70","23,068.70","22,323.00",280.64K,-0.30%
1/21/2023,"22,775.70","22,677.50","23,304.50","22,461.10",382.69K,0.43%
1/20/2023,"22,677.20","21,074.90","22,718.50","20,879.30",373.74K,7.57%
1/19/2023,"21,081.20","20,670.60","21,169.40","20,669.70",275.76K,1.99%
1/18/2023,"20,670.60","21,137.10","21,584.10","20,448.30",388.67K,-2.21%
1/17/2023,"21,137.10","21,184.40","21,506.40","20,926.20",310.04K,-0.22%
1/16/2023,"21,184.20","20,880.10","21,416.80","20,698.90",337.46K,1.46%
1/15/2023,"20,879.80","20,956.00","21,032.20","20,585.70",205.80K,-0.37%
1/14/2023,"20,958.20","19,926.90","21,185.60","19,898.60",458.21K,5.17%
1/13/2023,"19,927.00","18,850.80","19,981.60","18,723.80",426.67K,5.71%
1/12/2023,"18,851.30","17,941.00","19,055.30","17,915.50",522.01K,5.07%
1/11/2023,"17,942.30","17,440.50","17,989.80","17,323.90",291.53K,2.89%
1/10/2023,"17,439.10","17,180.10","17,491.00","17,151.70",247.14K,1.51%
1/9/2023,"17,180.10","17,119.00","17,390.80","17,107.10",301.24K,0.36%
1/8/2023,"17,119.00","16,943.60","17,119.00","16,913.80",144.84K,1.04%
1/7/2023,"16,943.60","16,950.90","16,979.60","16,909.70",110.48K,-0.04%
1/6/2023,"16,950.90","16,829.80","17,012.30","16,707.60",233.47K,0.72%
1/5/2023,"16,829.80","16,852.20","16,877.90","16,772.30",178.96K,-0.13%
1/4/2023,"16,852.10","16,674.20","16,976.50","16,656.50",247.39K,1.07%
1/3/2023,"16,674.20","16,673.10","16,773.20","16,607.20",178.73K,0.00%
1/2/2023,"16,674.30","16,618.40","16,766.90","16,551.00",136.03K,0.34%
1/1/2023,"16,618.40","16,537.50","16,621.90","16,499.70",107.84K,0.49%
12/31/2022,"16,537.40","16,607.20","16,635.90","16,487.30",130.44K,-0.42%
12/30/2022,"16,607.20","16,636.40","16,644.40","16,360.00",192.76K,-0.18%
12/29/2022,"16,636.40","16,546.20","16,659.10","16,496.60",181.47K,0.55%
12/28/2022,"16,546.20","16,705.90","16,781.10","16,474.20",217.96K,-0.96%
12/27/2022,"16,706.10","16,918.20","16,964.00","16,610.10",192.18K,-1.25%
12/26/2022,"16,918.10","16,831.80","16,936.10","16,799.40",133.36K,0.51%
12/25/2022,"16,831.80","16,835.70","16,852.90","16,733.00",132.89K,-0.03%
12/24/2022,"16,837.20","16,778.60","16,855.80","16,777.80",110.12K,0.35%
12/23/2022,"16,779.10","16,820.50","16,910.70","16,768.00",184.12K,-0.25%
12/22/2022,"16,820.60","16,831.80","16,862.20","16,566.10",198.28K,-0.07%
12/21/2022,"16,831.80","16,902.70","16,919.40","16,735.00",174.34K,-0.42%
12/20/2022,"16,902.80","16,441.30","17,031.30","16,400.70",284.57K,2.81%
12/19/2022,"16,441.30","16,741.10","16,809.50","16,331.20",207.93K,-1.79%
12/18/2022,"16,741.10","16,777.00","16,825.70","16,666.50",124.29K,-0.21%
12/17/2022,"16,777.10","16,629.00","16,794.40","16,587.00",164.49K,0.89%
12/16/2022,"16,629.60","17,356.70","17,518.50","16,542.40",303.56K,-4.19%
12/15/2022,"17,356.10","17,796.40","17,846.10","17,298.20",263.44K,-2.47%
12/14/2022,"17,796.40","17,778.60","18,351.80","17,682.10",318.98K,0.10%
12/13/2022,"17,778.60","17,210.90","17,951.60","17,094.50",328.71K,3.30%
12/12/2022,"17,210.40","17,093.20","17,232.50","16,878.50",249.39K,0.68%
12/11/2022,"17,093.30","17,127.00","17,262.90","17,080.60",167.20K,-0.20%
12/10/2022,"17,127.20","17,125.70","17,220.50","17,105.70",148.81K,0.01%
12/9/2022,"17,125.70","17,225.60","17,288.60","17,082.10",260.84K,-0.58%
12/8/2022,"17,225.70","16,835.20","17,294.20","16,765.80",261.64K,2.32%
12/7/2022,"16,835.20","17,089.40","17,126.70","16,715.30",244.36K,-1.49%
12/6/2022,"17,089.30","16,966.30","17,101.10","16,914.90",246.19K,0.72%
12/5/2022,"16,966.50","17,106.90","17,395.20","16,886.90",268.72K,-0.85%
12/4/2022,"17,112.60","16,884.80","17,198.10","16,881.60",197.12K,1.35%
12/3/2022,"16,884.50","17,093.40","17,132.60","16,862.10",169.29K,-1.22%
12/2/2022,"17,093.60","16,972.20","17,096.20","16,799.90",227.01K,0.72%
12/1/2022,"16,972.00","17,163.40","17,244.70","16,868.90",266.14K,-1.12%
11/30/2022,"17,163.90","16,440.80","17,215.50","16,433.20",348.22K,4.40%
11/29/2022,"16,440.40","16,211.90","16,531.40","16,100.10",271.58K,1.41%
11/28/2022,"16,211.70","16,426.10","16,481.40","16,013.50",284.84K,-1.30%
11/27/2022,"16,425.60","16,456.40","16,595.40","16,414.60",173.25K,-0.19%
11/26/2022,"16,456.50","16,512.30","16,686.30","16,387.90",194.94K,-0.34%
11/25/2022,"16,512.30","16,600.60","16,611.80","16,360.90",204.07K,-0.54%
11/24/2022,"16,601.20","16,604.90","16,785.60","16,472.00",229.59K,-0.14%
11/23/2022,"16,623.90","16,216.90","16,677.60","16,162.30",305.08K,2.53%
11/22/2022,"16,212.90","15,776.60","16,274.60","15,620.40",287.21K,2.77%
11/21/2022,"15,776.20","16,278.60","16,287.90","15,504.20",372.15K,-3.13%
11/20/2022,"16,286.70","16,699.30","16,749.30","16,209.20",172.83K,-2.47%
11/19/2022,"16,699.20","16,652.20","16,814.90","16,608.90",114.89K,0.37%
11/18/2022,"16,638.30","16,715.40","16,846.30","16,553.00",241.96K,-0.32%
11/17/2022,"16,691.20","16,540.50","16,739.70","16,425.80",257.00K,0.91%
11/16/2022,"16,540.50","16,895.40","16,993.40","16,408.20",295.73K,-2.10%
11/15/2022,"16,895.10","16,615.00","17,112.00","16,543.90",337.15K,1.69%
11/14/2022,"16,613.70","16,325.00","17,158.40","15,834.00",442.46K,1.77%
11/13/2022,"16,324.50","16,803.90","16,946.50","16,274.90",210.80K,-2.80%
11/12/2022,"16,795.20","17,049.90","17,100.80","16,633.90",192.91K,-1.49%
11/11/2022,"17,049.90","17,589.10","17,679.40","16,435.50",466.35K,-3.07%
11/10/2022,"17,589.10","15,887.00","18,138.20","15,799.30",720.74K,10.71%
11/9/2022,"15,886.90","18,538.90","18,583.80","15,603.30",869.57K,-14.25%
11/8/2022,"18,527.40","20,589.00","20,667.50","17,260.00",865.10K,-10.01%
11/7/2022,"20,589.00","20,916.30","21,055.40","20,410.50",414.24K,-1.56%
11/6/2022,"20,916.30","21,298.70","21,360.40","20,901.00",242.26K,-1.81%
11/5/2022,"21,301.60","21,145.70","21,464.70","21,084.10",261.23K,0.74%
11/4/2022,"21,145.90","20,206.40","21,281.90","20,184.60",499.50K,4.65%
11/3/2022,"20,206.40","20,154.00","20,384.50","20,066.60",347.23K,0.26%
11/2/2022,"20,154.40","20,482.90","20,778.30","20,065.80",420.23K,-1.61%
11/1/2022,"20,483.50","20,496.10","20,676.60","20,348.10",302.72K,-0.06%
10/31/2022,"20,496.30","20,626.00","20,822.40","20,260.00",327.47K,-0.63%
10/30/2022,"20,626.30","20,809.40","20,922.30","20,522.50",207.63K,-0.88%
10/29/2022,"20,809.80","20,594.20","21,038.10","20,561.90",276.54K,1.05%
10/28/2022,"20,594.40","20,293.00","20,744.00","20,058.20",318.90K,1.49%
10/27/2022,"20,292.90","20,769.50","20,867.90","20,231.60",365.49K,-2.29%
10/26/2022,"20,769.50","20,086.80","20,981.50","20,062.90",427.99K,3.42%
10/25/2022,"20,082.70","19,331.80","20,406.90","19,249.00",371.54K,3.89%
10/24/2022,"19,331.50","19,571.20","19,588.60","19,177.20",286.94K,-1.22%
10/23/2022,"19,571.20","19,204.80","19,680.90","19,092.50",180.63K,1.91%
10/22/2022,"19,204.80","19,162.60","19,249.90","19,116.10",118.24K,0.22%
10/21/2022,"19,162.60","19,042.90","19,245.50","18,703.30",294.66K,0.63%
10/20/2022,"19,042.90","19,125.10","19,334.50","18,935.60",253.20K,-0.42%
10/19/2022,"19,123.90","19,328.20","19,358.60","19,101.20",209.28K,-1.06%
10/18/2022,"19,328.20","19,548.40","19,692.90","19,102.80",290.07K,-1.13%
10/17/2022,"19,548.20","19,262.20","19,663.50","19,163.60",248.40K,1.49%
10/16/2022,"19,261.90","19,068.80","19,411.90","19,066.00",140.95K,1.01%
10/15/2022,"19,068.70","19,181.70","19,218.70","19,000.80",123.66K,-0.59%
10/14/2022,"19,181.80","19,379.80","19,933.90","19,098.60",400.45K,-1.02%
10/13/2022,"19,379.80","19,154.60","19,494.40","18,207.90",455.13K,1.17%
10/12/2022,"19,154.80","19,058.50","19,212.60","19,010.60",242.18K,0.50%
10/11/2022,"19,059.10","19,134.30","19,261.30","18,868.70",288.57K,-0.39%
10/10/2022,"19,134.60","19,441.70","19,520.70","19,057.00",243.77K,-1.58%
10/9/2022,"19,441.00","19,416.30","19,552.10","19,329.60",127.53K,0.13%
10/8/2022,"19,415.00","19,530.20","19,612.20","19,274.70",113.50K,-0.60%
10/7/2022,"19,531.30","19,962.40","20,051.40","19,352.10",263.50K,-2.13%
10/6/2022,"19,956.70","20,157.50","20,436.70","19,873.70",370.60K,-1.00%
10/5/2022,"20,157.50","20,340.50","20,353.80","19,761.70",352.76K,-0.90%
10/4/2022,"20,340.20","19,629.70","20,436.10","19,506.40",368.17K,3.63%
10/3/2022,"19,628.30","19,057.60","19,676.00","19,001.30",333.03K,3.02%
10/2/2022,"19,052.20","19,311.90","19,389.90","18,937.30",222.82K,-1.34%
10/1/2022,"19,311.90","19,422.90","19,480.30","19,172.60",173.91K,-0.57%
9/30/2022,"19,423.00","19,593.40","20,174.90","19,208.90",490.29K,-0.87%
9/29/2022,"19,593.00","19,420.20","19,631.50","18,877.90",449.57K,0.94%
9/28/2022,"19,411.00","19,083.40","19,757.80","18,505.30",581.19K,1.73%
9/27/2022,"19,081.00","19,228.80","20,361.20","18,850.40",660.12K,-0.75%
9/26/2022,"19,225.70","18,803.10","19,304.80","18,695.20",516.03K,2.25%
9/25/2022,"18,803.20","18,925.10","19,125.10","18,659.60",209.71K,-0.64%
9/24/2022,"18,925.20","19,288.40","19,310.60","18,812.00",258.50K,-1.91%
9/23/2022,"19,293.50","19,404.10","19,477.30","18,554.80",431.15K,-0.57%
9/22/2022,"19,404.00","18,488.10","19,490.90","18,371.00",448.63K,4.95%
9/21/2022,"18,489.00","18,875.10","19,758.40","18,191.80",446.85K,-2.03%
9/20/2022,"18,872.40","19,538.90","19,626.30","18,742.60",361.18K,-3.41%
9/19/2022,"19,538.90","19,417.40","19,666.60","18,277.80",423.43K,0.62%
9/18/2022,"19,418.80","20,113.90","20,113.90","19,347.70",273.11K,-3.45%
9/17/2022,"20,113.50","19,802.80","20,178.60","19,761.00",204.58K,1.57%
9/16/2022,"19,802.40","19,701.90","19,883.00","19,352.90",315.59K,0.51%
9/15/2022,"19,701.70","20,222.30","20,321.40","19,532.30",358.42K,-2.58%
9/14/2022,"20,222.50","20,175.50","20,503.70","19,654.20",374.22K,0.23%
9/13/2022,"20,175.50","22,395.30","22,702.50","19,909.60",485.32K,-9.91%
9/12/2022,"22,395.30","21,836.60","22,465.40","21,581.60",431.98K,2.57%
9/11/2022,"21,834.90","21,650.40","21,836.40","21,363.00",297.12K,0.85%
9/10/2022,"21,650.40","21,363.80","21,790.60","21,139.90",331.12K,1.33%
9/9/2022,"21,365.20","19,318.80","21,545.70","19,294.10",480.37K,10.60%
9/8/2022,"19,317.40","19,281.50","19,444.70","19,034.50",291.43K,0.19%
9/7/2022,"19,281.50","18,786.30","19,445.90","18,548.40",319.10K,2.64%
9/6/2022,"18,786.40","19,793.40","20,169.30","18,723.30",402.43K,-5.09%
9/5/2022,"19,793.10","19,999.90","20,042.90","19,650.70",238.71K,-1.03%
9/4/2022,"19,999.90","19,832.20","20,017.80","19,594.70",158.27K,0.85%
9/3/2022,"19,831.40","19,952.80","20,043.80","19,660.70",157.85K,-0.61%
9/2/2022,"19,952.70","20,131.60","20,428.20","19,764.70",272.22K,-0.86%
9/1/2022,"20,126.10","20,049.90","20,202.70","19,584.40",275.08K,0.41%
8/31/2022,"20,043.90","19,793.40","20,469.10","19,793.40",318.17K,1.27%
8/30/2022,"19,792.60","20,295.60","20,558.20","19,559.70",308.41K,-2.48%
8/29/2022,"20,295.80","19,551.30","20,394.50","19,551.20",248.04K,3.81%
8/28/2022,"19,550.20","20,034.20","20,150.80","19,542.90",159.60K,-2.41%
8/27/2022,"20,033.90","20,249.90","20,343.60","19,849.80",187.34K,-1.07%
8/26/2022,"20,249.90","21,564.20","21,815.30","20,122.40",322.16K,-6.10%
8/25/2022,"21,565.40","21,365.40","21,801.20","21,324.80",190.15K,0.94%
8/24/2022,"21,365.20","21,516.20","21,832.30","21,171.10",202.40K,-0.71%
8/23/2022,"21,517.20","21,416.50","21,661.00","20,919.60",228.65K,0.47%
8/22/2022,"21,416.30","21,516.80","21,517.40","20,912.10",251.83K,-0.47%
8/21/2022,"21,517.20","21,138.90","21,692.40","21,077.40",177.52K,1.79%
8/20/2022,"21,138.90","20,830.70","21,357.40","20,784.80",206.94K,1.48%
8/19/2022,"20,831.30","23,201.60","23,202.30","20,807.80",339.47K,-10.22%
8/18/2022,"23,203.60","23,337.70","23,578.00","23,131.30",160.97K,-0.58%
8/17/2022,"23,338.00","23,855.80","24,423.50","23,191.60",239.53K,-2.17%
8/16/2022,"23,856.80","24,102.60","24,240.80","23,693.80",201.70K,-1.02%
8/15/2022,"24,101.70","24,303.30","25,205.70","23,784.50",279.28K,-0.83%
8/14/2022,"24,302.80","24,442.10","24,997.30","24,172.20",177.25K,-0.57%
8/13/2022,"24,442.50","24,398.90","24,882.90","24,318.70",170.59K,0.18%
8/12/2022,"24,398.70","23,935.30","24,440.80","23,616.40",194.96K,1.94%
8/11/2022,"23,935.30","23,963.30","24,873.50","23,864.00",285.36K,-0.12%
8/10/2022,"23,962.90","23,150.30","24,209.90","22,714.70",243.61K,3.53%
8/9/2022,"23,146.70","23,818.10","23,912.00","22,886.50",169.62K,-2.81%
8/8/2022,"23,816.30","23,175.30","24,234.10","23,160.60",197.94K,2.77%
8/7/2022,"23,175.30","22,944.20","23,387.70","22,852.30",99.36K,1.01%
8/6/2022,"22,944.20","23,308.20","23,344.40","22,923.60",94.44K,-1.56%
8/5/2022,"23,308.20","22,613.30","23,447.60","22,593.50",208.90K,3.08%
8/4/2022,"22,612.10","22,822.20","23,214.50","22,438.70",181.19K,-0.91%
